instance,outcome,possessing team
3589,success,home team
3590,success,home team
3591,success,home team
3595,success,home team
3596,success,home team
3597,success,home team
3598,success,home team
3599,success,home team
3600,success,home team
3601,success,home team
3602,success,home team
3603,success,home team
3604,success,home team
3605,failed,
3606,failed,
3607,failed,
3608,failed,
3609,failed,
3610,failed,
3611,failed,
3612,failed,
3613,failed,
3614,failed,
3620,failed,
3621,failed,
3622,failed,
3623,failed,
3624,failed,
3625,failed,
3626,failed,
3627,failed,
3628,failed,
3629,failed,
3630,failed,
3631,failed,
3632,failed,
3633,failed,
3634,failed,
3635,failed,
3636,failed,
3637,failed,
3638,failed,
3639,failed,
3640,failed,
3641,failed,
3642,failed,
3643,failed,
3644,failed,
3645,failed,
3646,failed,
3647,failed,
3648,failed,
3649,failed,
3650,failed,
3651,failed,
3652,failed,
3653,failed,
3654,failed,
3655,failed,
3656,failed,
3657,failed,
3658,failed,
3659,failed,
3660,failed,
3661,failed,
3662,failed,
3663,failed,
3664,failed,
3665,failed,
3666,failed,
3667,failed,
3668,failed,
3669,failed,
3670,failed,
3671,failed,
3672,failed,
3673,failed,
3674,failed,
3675,failed,
3676,failed,
3677,failed,
3678,failed,
3679,failed,
3680,failed,
3681,failed,
3682,failed,
3683,failed,
3746,success,away team
3747,success,away team
3748,success,away team
3749,success,away team
3750,success,away team
3751,success,away team
3752,success,away team
3753,success,away team
3754,success,away team
3755,success,away team
3756,success,away team
3757,success,away team
3758,success,away team
3759,success,away team
3760,success,away team
3761,success,away team
3762,success,away team
3763,success,away team
3764,success,away team
3765,success,away team
3766,success,away team
3767,success,away team
3768,success,away team
3769,success,away team
3770,success,away team
3771,success,away team
3772,success,away team
3773,success,away team
3774,success,away team
3775,success,away team
3776,success,away team
3777,success,away team
3778,success,away team
3779,success,away team
3780,success,away team
3781,success,away team
3782,success,away team
3783,success,away team
3784,success,away team
3785,success,away team
3786,success,away team
3787,success,away team
3788,success,away team
3789,success,away team
3790,success,away team
3791,success,away team
3792,success,away team
3793,success,away team
3794,success,away team
3795,success,away team
3796,success,away team
3797,success,away team
3798,success,away team
3799,success,away team
3800,success,away team
3801,success,away team
3802,success,away team
3803,success,away team
3804,success,away team
3805,success,away team
3806,success,away team
3807,success,away team
3808,success,away team
3809,success,away team
3810,success,away team
3811,success,away team
3812,success,away team
3813,success,away team
3814,success,away team
